budget,movie_id,popularity,release_date,revenue,runtime,status,tagline,movie_title,vote_average,vote_count,language,full_original_name,country_short,country_name,release_date_season,oscar_year,year_of_release,award,actor_id,actor,director_id,director_name,genres,keywords,production,release_year,release_month,release_dayofweek,release_year_bins
14600000.0,137,52.7,1993-02-11,70906973.0,101,Released,"He's having the worst day of his life... over, and over...",Groundhog Day,7.4,2300,en,English,US,United States of America,Winter,0,0,Non-nominee,1532,Bill Murray,1524,Harold Ramis,"Romance, Fantasy, Drama, Comedy","deja vu, groundhog, weather forecast, telecaster, pennsylvania, alarm clock, winter, time warp, time loop, cult film, existentialism, groundhog day",Columbia Pictures,1993,2,3,1991-2000
6000000.0,141,61.2,2001-01-18,1270522.0,113,Released,You can never go too far,Donnie Darko,7.7,3500,en,English,US,United States of America,Winter,0,0,Non-nominee,131,Jake Gyllenhaal,1577,Richard Kelly,"Fantasy, Drama, Mystery","parents kids relationship, airplane, time travel, school presentation, school performance, suburbia, vision, morality, teenager","Pandora Cinema, Flower Films, Adam Fields Productions",2001,1,3,2001-2010
14000000.0,142,44.1,2005-09-02,178043761.0,134,Released,Love is a force of nature.,Brokeback Mountain,7.5,1500,en,English,CA,Canada,Fall,2005,2005,Nominee,1810,Heath Ledger,1614,Ang Lee,"Drama, Romance","gay, countryside, homophobia, loss of lover, wyoming, rodeo, father murder, horseback riding, intolerance, daughter, marriage crisis, secret love, cowboy, star crossed lovers","River Road Entertainment, Alberta Film Entertainment, Focus Features, Good Machine",2005,9,4,2001-2010
17000000.0,146,45.7,2000-10-01,213525736.0,120,Released,"A timeless story of strength, secrets and two warriors who would never surrender.","Crouching Tiger, Hidden Dragon",7.2,900,zh,Chinese,CN,China,Fall,2000,2000,Nominee,1619,Chow Yun-fat,1614,Ang Lee,"Adventure, Drama, Action, Romance","flying, martial arts, taskmaster, comb, tiger, desert thief, theft, female martial artist","Sony Pictures Classics, China Film Co-Production Corporation, Columbia Pictures Film Production Asia, Good Machine, EDKO Film, Asia Union Film & Entertainment Ltd., United China Vision, Zoom Hunt International Productions Company Ltd.",2000,10,6,2001-2010
8000000.0,149,39.3,1988-07-16,553171.0,124,Released,Neo-Tokyo is about to E.X.P.L.O.D.E.,Akira,7.8,800,ja,Japanese,JP,Japan,Summer,0,0,Non-nominee,1678,Mitsuo Iwata,185,Katsuhiro Ōtomo,"Science Fiction, Animation","saving the world, total destruction, megacity, street gang, underground, general, stadium, experiment, atomic bomb, mutation, dystopia, army, cyberpunk, anime, motorcycle gangs","Bandai Visual Company, Toho Company, Mainichi Broadcasting System (MBS), Kodansha, Tokyo Movie Shinsha (TMS), TMS Entertainment, Akira Committee Company Ltd., Sumitomo Corporation",1988,7,5,1971-1990
35000000.0,152,24.6,1979-12-06,139000000.0,132,Released,The human adventure is just beginning.,Star Trek: The Motion Picture,6.2,500,en,English,US,United States of America,Winter,0,0,Non-nominee,1748,William Shatner,1744,Robert Wise,"Science Fiction, Adventure, Mystery","artificial intelligence, uss enterprise, starfleet, san francisco, self sacrifice, spacecraft, klingon, vulcan, space opera",Paramount Pictures,1979,12,3,1971-1990
4000000.0,153,45.7,2003-08-31,119723856.0,102,Released,Everyone wants to be found.,Lost in Translation,7.3,1900,en,English,JP,Japan,Summer,2003,2003,Nominee,1532,Bill Murray,1769,Sofia Coppola,Drama,"upper class, hotel room, age difference, commercial, karaoke, homesickness, culture clash, jet lag, pop star, unsociability, aftercreditsstinger, woman director",American Zoetrope,2003,8,6,2001-2010
12000000.0,154,22.4,1982-06-03,96800000.0,113,Released,At the end of the universe lies the beginning of vengeance.,Star Trek II: The Wrath of Khan,7.3,700,en,English,US,United States of America,Summer,0,0,Non-nominee,1748,William Shatner,1788,Nicholas Meyer,"Action, Adventure, Science Fiction, Thriller","uss enterprise, genesis, asteroid, self sacrifice, midlife crisis, terraforming, simulator, cadet, radiation, uss reliant, ceti alpha v, genetics, space opera",Paramount Pictures,1982,6,3,1971-1990
185000000.0,155,187.3,2008-07-16,1004558444.0,152,Released,Why So Serious?,The Dark Knight,8.2,12000,en,English,GB,United Kingdom,Summer,0,0,Non-nominee,3894,Christian Bale,525,Christopher Nolan,"Drama, Action, Crime, Thriller","dc comics, crime fighter, secret identity, scarecrow, sadism, chaos, gotham city, vigilante, joker, superhero, based on comic book, tragic hero, organized crime, criminal mastermind, district attorney, imax, super villain, super powers, batman","DC Comics, Legendary Pictures, Warner Bros., DC Entertainment, Syncopy",2008,7,2,2001-2010
85000000.0,161,60.9,2001-12-07,450717150.0,116,Released,Are you in or out?,Ocean's Eleven,7.2,3800,en,English,US,United States of America,Winter,0,0,Non-nominee,1461,George Clooney,1884,Steven Soderbergh,"Thriller, Crime","prison, pickpocket, strip club, con artist, atlantic city, cockney accent, las vegas, card dealer, explosives expert, black and white scene, male, salt lake city utah","Village Roadshow Pictures, Section Eight, NPV Entertainment, Jerry Weintraub Productions, Warner Bros., WV Films II",2001,12,4,2001-2010
20000000.0,162,47.5,1990-12-05,53000000.0,105,Released,His scars run deep.,Edward Scissorhands,7.5,3600,en,English,US,United States of America,Winter,0,0,Non-nominee,85,Johnny Depp,510,Tim Burton,"Fantasy, Drama, Romance","underdog, love at first sight, hairdresser, small town, scissors, inventor, burglar, unsociability",Twentieth Century Fox Film Corporation,1990,12,2,1991-2000
110000000.0,163,76.8,2004-12-09,362744280.0,125,Released,Twelve is the new eleven.,Ocean's Twelve,6.4,2100,en,English,US,United States of America,Winter,0,0,Non-nominee,1461,George Clooney,1884,Steven Soderbergh,"Thriller, Crime","sequel, fabergé egg, dutch eastindian company, second, part, golden egg, goon","Village Roadshow Pictures, Section Eight, Jerry Weintraub Productions, Warner Bros., WV Films III",2004,12,3,2001-2010
40000000.0,165,43.3,1989-11-20,332000000.0,108,Released,"Roads? Where we're going, we don't need roads!",Back to the Future Part II,7.4,3800,en,English,US,United States of America,Fall,0,0,Non-nominee,521,Michael J. Fox,24,Robert Zemeckis,"Adventure, Comedy, Family, Science Fiction","skateboarding, flying car, car race, delorean, lightning, almanac, inventor, time travel, sequel, diner, alternate history, teenager, electric guitar, walking cane, high school dance, hoverboard, video phone","Universal Pictures, Amblin Entertainment, U-Drive Productions",1989,11,0,1971-1990
48000000.0,167,30.9,2001-10-22,50315140.0,120,Released,Change the way you look at the world.,K-PAX,7.1,700,en,English,DE,Germany,Fall,0,0,Non-nominee,1229,Jeff Bridges,1978,Iain Softley,"Drama, Science Fiction","robbery, dream, hypnosis, investigation, murder, alien, hospital, planet, patient, medication, psychiatrist, science, claim, doubt, mental, help","Intermedia Films, Lawrence Gordon Productions, Pathé Pictures International, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG",2001,10,0,2001-2010
24000000.0,168,22.3,1986-11-25,133000000.0,119,Released,The key to saving the future can only be found in the past.,Star Trek IV: The Voyage Home,6.9,500,en,English,US,United States of America,Fall,0,0,Non-nominee,1748,William Shatner,1749,Leonard Nimoy,"Science Fiction, Adventure","saving the world, san francisco, uss enterprise-a, time travel, whale, marine biologist, vulcan, space opera",Paramount Pictures,1986,11,1,1971-1990
35000000.0,169,27.9,1990-11-20,57120318.0,108,Released,Silent. Invisible. Invincible. He's in town with a few days to kill.,Predator 2,5.9,700,en,English,US,United States of America,Fall,0,0,Non-nominee,1109,Kevin Peter Hall,2042,Stephen Hopkins,"Science Fiction, Action, Thriller","predator, war on drugs, extraterrestrial technology, los angeles, invisible","Twentieth Century Fox Film Corporation, Lawrence Gordon Productions, Davis Entertainment, Silver Pictures",1990,11,1,1991-2000
5000000.0,170,45.5,2002-10-31,82719885.0,113,Released,His fear began when he woke up alone. His terror began when he realised he wasn't.,28 Days Later,7.1,1800,en,English,GB,United Kingdom,Fall,0,0,Non-nominee,2037,Cillian Murphy,2034,Danny Boyle,"Horror, Thriller, Science Fiction","london england, manchester city, submachine gun, gas station, survivor, daughter, zombie, virus","DNA Films, British Film Council",2002,10,3,2001-2010
30000000.0,172,19.6,1989-06-09,70200000.0,107,Released,Adventure and imagination will meet at the final frontier.,Star Trek V: The Final Frontier,5.6,400,en,English,US,United States of America,Summer,0,0,Non-nominee,1748,William Shatner,1748,William Shatner,"Science Fiction, Action, Adventure, Thriller","federation, starfleet, uss enterprise-a, sha-ka-ree, loss of brother, self sacrifice, hostage, liberation of hostage, romulans, klingon, vulcan, space opera",Paramount Pictures,1989,6,4,1971-1990
5000000.0,173,9.4,1954-12-23,28200000.0,127,Released,The mightiest motion picture of them all!,"20,000 Leagues Under the Sea",6.8,200,en,English,US,United States of America,Winter,0,0,Non-nominee,2090,Kirk Douglas,2087,Richard Fleischer,"Adventure, Drama, Science Fiction","diving, ocean, submarine, jules verne, captain, atlantis, deep sea, war ship, diving suit, harpoon, ship, war, scuba diving, underwater, scuba, captain nemo, giant  squid",Walt Disney Productions,1954,12,3,1951-1970
27000000.0,174,16.2,1991-12-05,96900000.0,113,Released,The battle for peace has begun.,Star Trek VI: The Undiscovered Country,6.7,400,en,English,US,United States of America,Winter,0,0,Non-nominee,1748,William Shatner,1788,Nicholas Meyer,"Science Fiction, Action, Adventure, Thriller","farewell, federation, starfleet, peace conference, uss enterprise-a, rura penthe, court case, peace contract, plan, klingon, space opera",Paramount Pictures,1991,12,3,1991-2000
1200000.0,176,63.7,2004-10-01,103911669.0,103,Released,Live or die. Make your choice.,Saw,7.2,2200,en,English,US,United States of America,Fall,0,0,Non-nominee,2130,Cary Elwes,2127,James Wan,"Horror, Mystery, Crime","shotgun, based on short film, sadist, pistol, chained, bludgeoning, game of death","Lions Gate Films, Twisted Pictures, Evolution Entertainment, Saw Productions Inc.",2004,10,4,2001-2010
24000000.0,177,16.1,1991-09-09,41895491.0,137,Released,"A Modern Day Tale About The Search For Love, Sanity, Ethel Merman And The Holy Grail.",The Fisher King,7.2,300,en,English,US,United States of America,Fall,0,0,Non-nominee,1229,Jeff Bridges,280,Terry Gilliam,"Comedy, Drama","holy grail, homeless person, loss of lover, mental disease, sense of guilt, suppressed past, yuppie, cynic, fantasy, self-discovery, housebreaking, forgiveness, gun rampage, talk show, legend, unsociability, person running amok",TriStar Pictures,1991,9,0,1991-2000
80000000.0,179,18.7,2005-04-08,162944923.0,128,Released,The truth needs no translation.,The Interpreter,6.2,400,en,English,FR,France,Spring,0,0,Non-nominee,2227,Nicole Kidman,2226,Sydney Pollack,"Crime, Thriller","new york, dictator, africa, destruction of a civilization, assassination, resistance, revenge, murder, united nations, witness to murder, fbi agent, resistance fighter","Universal Pictures, StudioCanal, Mirage Enterprises, Working Title Films, Misher Films, Motion Picture JOTA Produktions",2005,4,4,2001-2010
102000000.0,180,65.9,2002-06-20,358372926.0,145,Released,The system is perfect until it comes after you.,Minority Report,7.1,2600,en,English,US,United States of America,Summer,0,0,Non-nominee,500,Tom Cruise,488,Steven Spielberg,"Action, Thriller, Science Fiction, Mystery","self-fulfilling prophecy, washington d.c., evidence, future, hologram, dystopia, murder, neo-noir, future noir","DreamWorks SKG, Cruise/Wagner Productions, Amblin Entertainment, Twentieth Century Fox Film Corporation, Blue Tulip Productions, Ronald Shusett/Gary Goldman, Digital Image Associates",2002,6,3,2001-2010
32000000.0,182,5.3,2006-12-08,5914908.0,108,Released,"If war is Hell, then what comes after?",The Good German,5.9,100,en,English,US,United States of America,Winter,0,0,Non-nominee,1461,George Clooney,1884,Steven Soderbergh,"War, Crime, Drama, Mystery, Romance, Thriller","berlin, corruption, nazi background, love of one's life, chauffeur, black market, missile, postwar period, war correspondent, allied, truth, murder, humanity","Warner Bros., Section Eight Productions, Sunset Gower Studios",2006,12,4,2001-2010
12000000.0,184,40.6,1997-12-24,39673162.0,154,Released,Six players on the trail of a half a million in Cash. There's only one question... Who's playing who?,Jackie Brown,7.3,1500,en,English,US,United States of America,Winter,0,0,Non-nominee,2230,Pam Grier,138,Quentin Tarantino,"Comedy, Crime, Romance","airport, underworld, arms deal, weapon, police, drug",Miramax Films,1997,12,2,1991-2000
27000000.0,186,36.9,2006-02-24,56308881.0,110,Released,Wrong Time. Wrong Place. Wrong Number.,Lucky Number Slevin,7.4,1300,en,English,DE,Germany,Winter,0,0,Non-nominee,2299,Josh Hartnett,2291,Paul McGuigan,"Drama, Thriller, Crime, Mystery","assassination, assassin, identity, sniper, mistake in person, jew, gangster boss, gambling debts, boss, murder, sniper rifle, fbi agent, horse racing, gambler, slevin, caso, hoodlum, black men","The Weinstein Company, FilmEngine, Capitol Films, Ascendant Pictures, VIP Medienfonds 4, The Complex Studio",2006,2,4,2001-2010
40000000.0,187,66.0,2005-04-01,158733820.0,124,Released,Walk down the right back alley in Sin City and you can find anything...,Sin City,7.2,2700,en,English,US,United States of America,Spring,0,0,Non-nominee,56731,Jessica Alba,2294,Robert Rodriguez,"Action, Thriller, Crime","dystopia, based on comic book, held captive, based on graphic novel, black and white and color, black and white scene, black and white to color, mysterious killer, doing the right thing, mercedes, silhouette, neo-noir","Dimension Films, Troublemaker Studios, Miramax",2005,4,4,2001-2010
65000000.0,189,85.4,2014-08-20,39407616.0,102,Released,There is no justice without sin.,Sin City: A Dame to Kill For,6.3,1300,en,English,US,United States of America,Summer,0,0,Non-nominee,2295,Mickey Rourke,2294,Robert Rodriguez,"Crime, Thriller","detective, dystopia, dominatrix, murder, suspense, twins, based on graphic novel, dark horse comics, neo-noir, 3d","Miramax Films, Troublemaker Studios, AR Films, Aldamisa Entertainment, Demarest Films, Solipsist Film, Residaco",2014,8,2,2011-2020
38000000.0,193,14.8,1994-11-17,120000000.0,118,Released,Boldly go.,Star Trek: Generations,6.4,500,en,English,US,United States of America,Fall,0,0,Non-nominee,2387,Patrick Stewart,2380,David Carson,"Science Fiction, Action, Adventure, Thriller","based on tv series, death, exploding planet, mountain cabin, solar system",Paramount Pictures,1994,11,3,1991-2000
10000000.0,194,73.7,2001-04-25,173921954.0,122,Released,One person can change your life forever.,Amélie,7.8,3300,fr,French,FR,France,Spring,0,0,Non-nominee,2405,Audrey Tautou,2419,Jean-Pierre Jeunet,"Comedy, Romance","paris, love triangle, ghost train, sex-shop, shyness, montmartre, daughter, garden gnome, journey round the world, photography","France 3 Cinéma, Claudie Ossard Productions, MMC Independent, Canal+, Tapioca Films, Sofica Sofinergie 5, Victoires Productions, Filmstiftung Nordrhein-Westfalen, Union Générale Cinématographique (UGC)",2001,4,2,2001-2010
40000000.0,196,45.8,1990-05-25,244527583.0,118,Released,They've saved the best trip for last... But this time they may have gone too far.,Back to the Future Part III,7.1,2900,en,English,US,United States of America,Spring,0,0,Non-nominee,521,Michael J. Fox,24,Robert Zemeckis,"Adventure, Comedy, Family, Science Fiction","railroad robber, california, delorean, indian territory, sports car, inventor, locomotive, saloon, horseback riding, time travel, outlaw, sequel, mad scientist, native american, western, shootout, gunfight, train, wild west, cavalry","Universal Pictures, Amblin Entertainment, U-Drive Productions",1990,5,4,1991-2000
